dimensions,budget,algorithm,rank,ngopt rank,algo ID,in data,points test,rank test
100,2500,Cobyla,1,0,2,True,828,1
100,3000,Cobyla,1,0,2,True,828,1
100,3500,Cobyla,1,0,2,True,828,1
100,4000,Cobyla,1,0,2,True,828,1
100,4500,Cobyla,1,0,2,True,828,1
100,5000,Cobyla,1,0,2,True,828,1
100,6000,MetaModelOnePlusOne,7,0,4,True,269,2
100,6000,Cobyla,1,-1,2,True,577,1
100,7000,MetaModelOnePlusOne,7,0,4,True,278,2
100,7000,Cobyla,1,-1,2,True,569,1
100,8000,MetaModelOnePlusOne,7,0,4,True,281,2
100,8000,Cobyla,1,-1,2,True,567,1
100,9000,MetaModelOnePlusOne,9,0,4,True,212,2
100,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,636,1
100,10000,MetaModelOnePlusOne,8,0,4,True,197,2
100,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,648,1
