dimensions,budget,algorithm,points,rank,ngopt rank
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,42.0,6,6
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,37.0,13,13
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,35.0,19,19
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,34.0,21,21
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,36.0,15,15
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,37.0,13,13
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,42.0,6,6
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,40.0,9,9
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,36.0,15,15
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,32.0,24,24
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,42.0,6,6
30,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,30.0,27,27
30,9000,ConfPortfolio_scale2_NA_ngopt14s_1,79.0,4,4
35,9000,CMA,100.0,2,2
35,9000,ChainMetaModelPowell,99.0,4,0
35,9000,Cobyla,45.0,7,7
35,9000,MetaModel,100.0,2,2
35,9000,MetaModelOnePlusOne,40.0,10,10
35,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),123.0,1,-1
35,9000,ConfPortfolio_scale2_NA_ngopt14s_12,26.0,27,27
35,9000,ConfPortfolio_scale2_NA_ngopt14s_11,25.0,32,32
35,9000,ConfPortfolio_scale2_NA_ngopt14s_10,25.0,32,32
35,9000,ConfPortfolio_scale2_NA_ngopt14s_9,26.0,27,27
35,9000,ConfPortfolio_scale2_NA_ngopt14s_8,26.0,27,27
35,9000,ConfPortfolio_scale2_NA_ngopt14s_7,26.0,27,27
35,9000,ConfPortfolio_scale2_NA_ngopt14s_6,28.0,26,26
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,46.0,6,6
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,36.0,19,19
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,43.0,8,8
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,36.0,19,19
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,38.0,16,16
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,40.0,10,10
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,39.0,12,12
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,36.0,19,19
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,38.0,16,16
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,37.0,18,18
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,39.0,12,12
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,36.0,19,19
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,39.0,12,12
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,36.0,19,19
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,39.0,12,12
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,36.0,19,19
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,26.0,27,27
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,17.0,34,34
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,33.0,25,25
35,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,43.0,8,8
35,9000,ConfPortfolio_scale2_NA_ngopt14s_1,99.0,4,4
40,9000,CMA,97.0,4,4
40,9000,ChainMetaModelPowell,98.0,2,0
40,9000,Cobyla,52.0,6,6
40,9000,MetaModel,97.0,4,4
40,9000,MetaModelOnePlusOne,48.0,8,8
40,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),126.0,1,-1
40,9000,ConfPortfolio_scale2_NA_ngopt14s_12,25.0,13,13
40,9000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,31,31
40,9000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,31,31
40,9000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,31,31
40,9000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,31,31
40,9000,ConfPortfolio_scale2_NA_ngopt14s_7,26.0,11,11
40,9000,ConfPortfolio_scale2_NA_ngopt14s_6,26.0,11,11
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,10.0,19,19
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,8.0,24,24
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,5.0,28,28
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,3.0,30,30
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,5.0,28,28
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,8.0,24,24
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,9.0,22,22
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,8.0,24,24
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,7.0,27,27
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,10.0,19,19
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,9.0,22,22
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,11.0,17,17
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,11.0,17,17
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,13.0,14,14
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,32.0,10,10
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,37.0,9,9
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,13.0,14,14
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,13.0,14,14
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,10.0,19,19
40,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,52.0,6,6
40,9000,ConfPortfolio_scale2_NA_ngopt14s_1,98.0,2,2
45,9000,CMA,94.0,4,4
45,9000,ChainMetaModelPowell,107.0,2,0
45,9000,Cobyla,47.0,6,6
45,9000,MetaModel,94.0,4,4
45,9000,MetaModelOnePlusOne,43.0,7,7
45,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),108.0,1,-1
45,9000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,29,29
45,9000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,29,29
45,9000,ConfPortfolio_scale2_NA_ngopt14s_10,1.0,28,28
45,9000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,29,29
45,9000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,29,29
45,9000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,29,29
45,9000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,29,29
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,14.0,11,11
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,9.0,18,18
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,8.0,21,21
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,9.0,18,18
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,8.0,21,21
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,11.0,17,17
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,14.0,11,11
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,4.0,27,27
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,5.0,26,26
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,15.0,10,10
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,6.0,25,25
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,8.0,21,21
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,9.0,18,18
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,12.0,15,15
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,12.0,15,15
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,14.0,11,11
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,13.0,14,14
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,8.0,21,21
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,21.0,9,9
45,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,35.0,8,8
45,9000,ConfPortfolio_scale2_NA_ngopt14s_1,107.0,2,2
50,9000,CMA,85.0,3,3
50,9000,ChainMetaModelPowell,122.0,1,0
50,9000,Cobyla,46.0,6,6
50,9000,MetaModel,85.0,3,3
50,9000,MetaModelOnePlusOne,37.0,7,7
50,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),81.0,5,5
50,9000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,30,30
50,9000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,30,30
50,9000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,30,30
50,9000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,30,30
50,9000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,30,30
50,9000,ConfPortfolio_scale2_NA_ngopt14s_7,1.0,28,28
50,9000,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,28,28
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,7.0,24,24
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,9.0,20,20
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,3.0,26,26
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,7.0,24,24
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,9.0,20,20
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,15.0,10,10
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,13.0,12,12
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,9.0,20,20
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,13.0,12,12
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,14.0,11,11
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,8.0,23,23
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,12.0,15,15
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,3.0,26,26
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,10.0,18,18
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,10.0,18,18
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,13.0,12,12
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,18.0,9,9
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,11.0,17,17
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,12.0,15,15
50,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,22.0,8,8
50,9000,ConfPortfolio_scale2_NA_ngopt14s_1,122.0,1,1
60,9000,CMA,51.0,5,5
60,9000,ChainMetaModelPowell,114.0,1,0
60,9000,Cobyla,76.0,4,4
60,9000,MetaModel,51.0,5,5
60,9000,MetaModelOnePlusOne,48.0,7,7
60,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),78.0,3,3
60,9000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,28,28
60,9000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,28,28
60,9000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,28,28
60,9000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,28,28
60,9000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,28,28
60,9000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,28,28
60,9000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,28,28
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,9.0,14,14
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,3.0,26,26
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,7.0,18,18
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,10.0,13,13
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,6.0,20,20
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,12.0,12,12
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,9.0,14,14
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,5.0,22,22
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,4.0,23,23
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,6.0,20,20
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,3.0,26,26
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,4.0,23,23
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,18.0,10,10
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,7.0,18,18
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,19.0,9,9
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,8.0,17,17
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,4.0,23,23
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,9.0,14,14
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,16.0,11,11
60,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,23.0,8,8
60,9000,ConfPortfolio_scale2_NA_ngopt14s_1,114.0,1,1
70,9000,CMA,58.0,4,4
70,9000,ChainMetaModelPowell,123.0,1,1
70,9000,Cobyla,86.0,3,3
70,9000,MetaModel,58.0,4,4
70,9000,MetaModelOnePlusOne,46.0,7,0
70,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),57.0,6,6
70,9000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,28,28
70,9000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,28,28
70,9000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,28,28
70,9000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,28,28
70,9000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,28,28
70,9000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,28,28
70,9000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,28,28
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,9.0,16,16
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,7.0,18,18
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,8.0,17,17
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,5.0,21,21
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,6.0,20,20
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,5.0,21,21
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,13.0,12,12
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,5.0,21,21
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,4.0,26,26
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,7.0,18,18
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,5.0,21,21
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,27,27
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,17.0,9,9
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,10.0,15,15
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,20.0,8,8
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,11.0,14,14
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,5.0,21,21
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,16.0,10,10
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,14.0,11,11
70,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,12.0,13,13
70,9000,ConfPortfolio_scale2_NA_ngopt14s_1,123.0,1,-1
80,9000,CMA,57.0,5,5
80,9000,ChainMetaModelPowell,122.0,1,1
80,9000,Cobyla,116.0,3,3
80,9000,MetaModel,57.0,5,5
80,9000,MetaModelOnePlusOne,74.0,4,0
80,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),51.0,7,7
80,9000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,28,28
80,9000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,28,28
80,9000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,28,28
80,9000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,28,28
80,9000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,28,28
80,9000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,28,28
80,9000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,28,28
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,5.0,17,17
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,6.0,13,13
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,3.0,21,21
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,6.0,13,13
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,7.0,11,11
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,9.0,9,9
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,2.0,24,24
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,3.0,21,21
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,5.0,17,17
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,6.0,13,13
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,2.0,24,24
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,7.0,11,11
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,4.0,19,19
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,3.0,21,21
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,1.0,26,26
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,26,26
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,4.0,19,19
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,41.0,8,8
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,8.0,10,10
80,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,6.0,13,13
80,9000,ConfPortfolio_scale2_NA_ngopt14s_1,122.0,1,-1
90,9000,CMA,54.0,5,5
90,9000,ChainMetaModelPowell,118.0,1,1
90,9000,Cobyla,102.0,3,3
90,9000,MetaModel,54.0,5,5
90,9000,MetaModelOnePlusOne,36.0,8,0
90,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),74.0,4,4
90,9000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,28,28
90,9000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,28,28
90,9000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,28,28
90,9000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,28,28
90,9000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,28,28
90,9000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,28,28
90,9000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,28,28
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,4.0,19,19
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,5.0,16,16
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,6.0,13,13
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,5.0,16,16
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,9.0,11,11
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,6.0,13,13
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,4.0,19,19
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,25,25
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,2.0,23,23
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,8.0,12,12
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,5.0,16,16
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,10.0,9,9
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,6.0,13,13
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,3.0,22,22
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,1.0,25,25
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,25,25
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,4.0,19,19
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,39.0,7,7
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,2.0,23,23
90,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,10.0,9,9
90,9000,ConfPortfolio_scale2_NA_ngopt14s_1,118.0,1,-1
100,9000,CMA,44.0,5,5
100,9000,ChainMetaModelPowell,120.0,1,1
100,9000,Cobyla,90.0,3,3
100,9000,MetaModel,44.0,5,5
100,9000,MetaModelOnePlusOne,16.0,9,0
100,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),61.0,4,4
100,9000,ConfPortfolio_scale2_NA_ngopt14s_12,6.0,16,16
100,9000,ConfPortfolio_scale2_NA_ngopt14s_11,4.0,24,24
100,9000,ConfPortfolio_scale2_NA_ngopt14s_10,4.0,24,24
100,9000,ConfPortfolio_scale2_NA_ngopt14s_9,5.0,19,19
100,9000,ConfPortfolio_scale2_NA_ngopt14s_8,7.0,15,15
100,9000,ConfPortfolio_scale2_NA_ngopt14s_7,9.0,14,14
100,9000,ConfPortfolio_scale2_NA_ngopt14s_6,5.0,19,19
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,5.0,19,19
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,12.0,11,11
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,13.0,10,10
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,17.0,8,8
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,23.0,7,7
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,33,33
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,2.0,27,27
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,5.0,19,19
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,2.0,27,27
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,2.0,27,27
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,2.0,27,27
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,33,33
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,5.0,19,19
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,6.0,16,16
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,6.0,16,16
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,4.0,24,24
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,2.0,27,27
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,11.0,12,12
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,2.0,27,27
100,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,11.0,12,12
100,9000,ConfPortfolio_scale2_NA_ngopt14s_1,120.0,1,-1
2,10000,CMA,428.0,22,22
2,10000,ChainMetaModelPowell,435.0,20,20
2,10000,Cobyla,58.0,34,34
2,10000,MetaModel,427.0,25,25
2,10000,MetaModelOnePlusOne,88.0,33,33
2,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),432.0,21,21
2,10000,ConfPortfolio_scale2_NA_ngopt14s_12,394.0,26,26
2,10000,ConfPortfolio_scale2_NA_ngopt14s_11,376.0,29,29
2,10000,ConfPortfolio_scale2_NA_ngopt14s_10,375.0,31,31
2,10000,ConfPortfolio_scale2_NA_ngopt14s_9,376.0,29,29
2,10000,ConfPortfolio_scale2_NA_ngopt14s_8,369.0,32,32
2,10000,ConfPortfolio_scale2_NA_ngopt14s_7,379.0,28,28
2,10000,ConfPortfolio_scale2_NA_ngopt14s_6,387.0,27,27
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,475.0,5,0
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,488.0,3,3
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,480.0,4,4
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,491.0,2,2
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,492.0,1,-1
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,460.0,10,10
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,446.0,19,19
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,452.0,12,12
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,465.0,6,6
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,450.0,14,14
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,462.0,8,8
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,448.0,16,16
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,449.0,15,15
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,451.0,13,13
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,461.0,9,9
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,464.0,7,7
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,448.0,16,16
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,428.0,22,22
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,454.0,11,11
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,448.0,16,16
2,10000,ConfPortfolio_scale2_NA_ngopt14s_1,428.0,22,22
3,10000,CMA,324.0,22,22
3,10000,ChainMetaModelPowell,361.0,4,4
3,10000,Cobyla,48.0,34,34
3,10000,MetaModel,364.0,2,2
3,10000,MetaModelOnePlusOne,63.0,33,33
3,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),324.0,22,22
3,10000,ConfPortfolio_scale2_NA_ngopt14s_12,290.0,30,30
3,10000,ConfPortfolio_scale2_NA_ngopt14s_11,293.0,28,28
3,10000,ConfPortfolio_scale2_NA_ngopt14s_10,303.0,26,26
3,10000,ConfPortfolio_scale2_NA_ngopt14s_9,289.0,32,32
3,10000,ConfPortfolio_scale2_NA_ngopt14s_8,291.0,29,29
3,10000,ConfPortfolio_scale2_NA_ngopt14s_7,290.0,30,30
3,10000,ConfPortfolio_scale2_NA_ngopt14s_6,303.0,26,26
3,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,322.0,25,25
